"","course_code","title","credits","department","course_number"
"1294","ENVD 299","Special Studies: [Topic]","1-5","ENVD","299"
"1295","ENVD 399","Special Studies: [Topic]","1-5","ENVD","399"
"1296","ENVD 410","Experimental Course: [Topic]","1-5","ENVD","410"
"1297","ENVS 196","Field Studies: [Topic]","1-5","ENVS","196"
"1298","ENVS 198","Laboratory Projects: [Topic]","1-12","ENVS","198"
"1299","ENVS 199","Special Studies: [Topic]","1-5","ENVS","199"
"1300","ENVS 201","Introduction to Environmental Studies: Social Sciences","4","ENVS","201"
"1301","ENVS 202","Introduction to Environmental Studies: Natural Sciences","4","ENVS","202"
"1302","ENVS 203","Introduction to Environmental Studies: Humanities","4","ENVS","203"
"1303","ENVS 225","Introduction to Food Studies","4","ENVS","225"
"1304","ENVS 335","Allocating Scarce Environmental Resources","4","ENVS","335"
"1305","ENVS 345","Environmental Ethics","4","ENVS","345"
"1306","ENVS 350","Ecological Footprint of Energy Generation","4","ENVS","350"
"1307","ENVS 399","Special Studies: [Topic]","1-5","ENVS","399"
"1308","ENVS 400M","Temporary Multilisted Course","1-5","ENVS","400M"
"1309","ENVS 401","Research: [Topic]","1-12","ENVS","401"
"1310","ENVS 403","Thesis","1-8","ENVS","403"
"1311","ENVS 404","Internship: [Topic]","1-12","ENVS","404"
"1312","ENVS 405","Reading and Conference: [Topic]","1-18","ENVS","405"
"1313","ENVS 406","Practicum: [Topic]","1-12","ENVS","406"
"1314","ENVS 407","Seminar: [Topic]","1-5","ENVS","407"
"1315","ENVS 408","Workshop: [Topic]","1-8","ENVS","408"
"1316","ENVS 409","Terminal Project","1-12","ENVS","409"
"1317","ENVS 410","Experimental Course: [Topic]","1-5","ENVS","410"
"1318","ENVS 411","Environmental Issues: [Topic]","4","ENVS","411"
"1319","ENVS 425","Environmental Education Theory and Practice","4","ENVS","425"
"1320","ENVS 427","Environmental and Ecological Monitoring","4","ENVS","427"
"1321","ENVS 429","Environmental Leadership: [Topic]","4","ENVS","429"
"1322","ENVS 430","Nature in Popular Culture","4","ENVS","430"
"1323","ENVS 435","Environmental Justice","4","ENVS","435"
"1324","ENVS 450","Political Ecology","4","ENVS","450"
"1325","ENVS 455","Sustainability","4","ENVS","455"
"1326","ENVS 459","Water, Public Health, and the Environment","4","ENVS","459"
"1327","ENVS 465","Wetland Ecology and Management","4","ENVS","465"
"1328","ENVS 467","Sustainable Agriculture","4","ENVS","467"
"1329","ENVS 477","Soil Science","4","ENVS","477"
"1330","ENVS 493M","Passive Cooling","4","ENVS","493M"
"1331","ENVS 494M","Passive Heating","4","ENVS","494M"
"1332","ES 101","Introduction to Ethnic Studies","4","ES","101"
"1333","ES 196","Field Studies: [Topic]","1-5","ES","196"
"1334","ES 198","Workshop: [Topic]","1-12","ES","198"
"1335","ES 199","Special Studies: [Topic]","1-5","ES","199"
"1336","ES 200M","Temporary Multilisted Course","4","ES","200M"
"1337","ES 250","Introduction to Black Studies","4","ES","250"
"1338","ES 252","Introduction to Asian American Studies","4","ES","252"
"1339","ES 254","Introduction to Chicanx and Latinx Studies","4","ES","254"
"1340","ES 256","Introduction to Native American Studies","4","ES","256"
"1341","ES 258","Introduction to Pacific Islander Studies","4","ES","258"
"1342","ES 301","Theoretical Perspectives in Ethnic Studies","4","ES","301"
"1343","ES 310","Race and Popular Culture: [Topic]","4","ES","310"
"1344","ES 321","Indigenous Peoples of Oregon","4","ES","321"
"1345","ES 330","Women of Color Issues and Concerns","4","ES","330"
"1346","ES 350","Native Americans and the Environment","4","ES","350"
"1347","ES 352","Social Equity and Criminal Justice","4","ES","352"
"1348","ES 354","Environmental Racism","4","ES","354"
"1349","ES 360","Black Sexual Politics","4","ES","360"
"1350","ES 370","Race, Ethnicity, and Cinema: [Topic]","4","ES","370"
"1351","ES 380","Race, Migration, and Rights","4","ES","380"
"1352","ES 385","Critical Whiteness Studies: [Topic]","4","ES","385"
"1353","ES 399","Special Studies: [Topic]","1-5","ES","399"
"1354","ES 401","Research: [Topic]","1-21","ES","401"
"1355","ES 404","Internship: [Topic]","1-12","ES","404"
"1356","ES 405","Reading and Conference: [Topic]","1-21","ES","405"
"1357","ES 406","Practicum: [Topic]","1-12","ES","406"
"1358","ES 407","Seminar: [Topic]","1-5","ES","407"
"1359","ES 409","Terminal Project","1-12","ES","409"
"1360","ES 410","Experimental Course: [Topic]","1-5","ES","410"
"1361","ES 440","Race, Literature, and Culture: [Topic]","4","ES","440"
"1362","ES 442","Caribbean Literature and Politics","4","ES","442"
"1363","ES 450","Race and Incarceration","4","ES","450"
"1364","ES 452","Race and Ethnicity and the Law: [Topic]","4","ES","452"
"1365","ES 456","History of Native American Education","4","ES","456"
"1366","ES 460","Race, Culture, Empire: [Topic]","4","ES","460"
"1367","ES 464","Relational Studies of Indigeneity, Race and Culture: [Topic]","4","ES","464"
"1368","ES 465","Feminist Theories of Race: [Topic]","4","ES","465"
"1369","ES 468","Indigenous Research Methods and Ethics","4","ES","468"
"1370","ES 470","Native American and Indigenous Feminisms","4","ES","470"
"1371","EURO 399","Special Studies: [Topic]","1-5","EURO","399"
"1372","EURO 403","Thesis","1-9","EURO","403"
"1373","EURO 405","Reading and Conference: [Topic]","1-6","EURO","405"
"1374","EURO 407","Seminar: [Topic]","1-6","EURO","407"
"1375","EURO 410","Experimental Course: [Topic]","1-6","EURO","410"
"1376","FHS 199","Special Studies: [Topic]","1-5","FHS","199"
"1377","FHS 213","Issues for Children and Families","4","FHS","213"
"1378","FHS 215","Exploring Family and Human Services","3","FHS","215"
"1379","FHS 216","Diversity in Human Services","4","FHS","216"
"1380","FHS 301","Writing for Human Services Professionals","3","FHS","301"
"1381","FHS 328","Human Development in the Family Context","3","FHS","328"
"1382","FHS 329","Youth Psychopathology in Context","4","FHS","329"
"1383","FHS 330","Individual Interventions in Ecological Contexts","4","FHS","330"
"1384","FHS 331","Group and Community Interventions","3","FHS","331"
"1385","FHS 399","Special Studies: [Topic]","1-5","FHS","399"
"1386","FHS 401","Research: [Topic]","1-5","FHS","401"
"1387","FHS 404","Internship: [Topic]","1-12","FHS","404"
"1388","FHS 405","Reading and Conference: [Topic]","1-5","FHS","405"
"1389","FHS 406","Practicum: [Topic]","1-12","FHS","406"
"1390","FHS 407","Seminar: [Topic]","1-5","FHS","407"
"1391","FHS 408","Workshop: [Topic]","1-9","FHS","408"
"1392","FHS 409","Terminal Project","1-12","FHS","409"
"1393","FHS 410","Experimental Course: [Topic]","1-5","FHS","410"
"1394","FHS 420","Research in Human Services","3","FHS","420"
"1395","FHS 471","Human Services Professional Ethics","3","FHS","471"
"1396","FHS 472","Human Services in Practice","2-5","FHS","472"
"1397","FHS 473","Human Services in Practice Supervision","1 Credit.","FHS","473"
"1398","FHS 483","Prevention of Interpersonal Violence","4","FHS","483"
"1399","FHS 490","Scientific Analysis in Human Services","3","FHS","490"
"1400","FHS 492","Contemporary Issues in Public Health","3","FHS","492"
"1401","FHS 493","Child and Family Case Management","3","FHS","493"
"1402","FHS 494","Adolescent and Adult Case Management","3","FHS","494"
"1403","FIN 199","Special Studies: [Topic]","1-5","FIN","199"
"1404","FIN 240","Survey of Real Estate","4","FIN","240"
"1405","FIN 281","Personal Finance","4","FIN","281"
"1406","FIN 283","The Stock Market and Investing","4","FIN","283"
"1407","FIN 311","Economic Foundations of Competitive Analysis","4","FIN","311"
"1408","FIN 311H","Economic Foundations of Competitive Analysis","4","FIN","311H"
"1409","FIN 316","Financial Management","4","FIN","316"
"1410","FIN 316H","Financial Management","4","FIN","316H"
"1411","FIN 380","Financial Markets and Investments","4","FIN","380"
"1412","FIN 401","Research: [Topic]","1-21","FIN","401"
"1413","FIN 403","Thesis","1-12","FIN","403"
"1414","FIN 405","Special Problems: [Topic]","1-12","FIN","405"
"1415","FIN 406","Practicum: [Topic]","1-12","FIN","406"
"1416","FIN 407","Seminar: [Topic]","4","FIN","407"
"1417","FIN 409","Terminal Project","1-12","FIN","409"
"1418","FIN 410","Experimental Course: [Topic]","1-4","FIN","410"
"1419","FIN 462","Derivative Markets and Financial Institutions","4","FIN","462"
"1420","FIN 463","International Finance","4","FIN","463"
"1421","FIN 464","Commercial Banking","4","FIN","464"
"1422","FIN 473","Financial Analysis and Valuation","4","FIN","473"
"1423","FLR 198","Workshop: [Topic]","1-2","FLR","198"
"1424","FLR 199","Special Studies: [Topic]","1-5","FLR","199"
"1425","FLR 199L","Special Studies: [Topic]","0","FLR","199L"
"1426","FLR 225","Voices of Africa","4","FLR","225"
"1427","FLR 235","Folklore and the Supernatural","4","FLR","235"
"1428","FLR 236","Magic in the Middle Ages","4","FLR","236"
"1429","FLR 250","Introduction to Folklore","4","FLR","250"
"1430","FLR 255","Folklore and United States Popular Culture","4","FLR","255"
"1431","FLR 320","Car Cultures","4","FLR","320"
"1432","FLR 350","Folklore and the Bible","4","FLR","350"
"1433","FLR 370","Folklore and Sexuality","4","FLR","370"
"1434","FLR 399","Special Studies: [Topic]","1-5","FLR","399"
"1435","FLR 399L","Special Studies: [Topic]","4","FLR","399L"
"1436","FLR 400M","Temporary Multilisted Course","1-5","FLR","400M"
"1437","FLR 401","Research: [Topic]","1-6","FLR","401"
"1438","FLR 403","Thesis","1-6","FLR","403"
"1439","FLR 404","Internship: [Topic]","1-8","FLR","404"
"1440","FLR 405","Reading and Conference: [Topic]","1-6","FLR","405"
"1441","FLR 406","Practicum: [Topic]","1-12","FLR","406"
"1442","FLR 407","Seminar: [Topic]","1-5","FLR","407"
"1443","FLR 408","Workshop: [Topic]","1-5","FLR","408"
"1444","FLR 409","Terminal Project","1-12","FLR","409"
"1445","FLR 410","Experimental Course: [Topic]","1-5","FLR","410"
"1446","FLR 411","Folklore and Religion","4","FLR","411"
"1447","FLR 415","Folklore and Foodways","4","FLR","415"
"1448","FLR 495","Folklore Fieldwork","4","FLR","495"
"1449","FR 101","First-Year French","5","FR","101"
"1450","FR 102","First-Year French","5","FR","102"
"1451","FR 103","First-Year French","5","FR","103"
"1452","FR 111","Intensive Beginning French","5","FR","111"
"1453","FR 112","Intensive Beginning French","5","FR","112"
"1454","FR 199","Special Studies: [Topic]","1-5","FR","199"
"1455","FR 201","Intermediate French I","4","FR","201"
"1456","FR 202","Intermediate French II","4","FR","202"
"1457","FR 203","Intermediate French III","4","FR","203"
"1458","FR 301","La France contemporaine","4","FR","301"
"1459","FR 302","Culture et langage Le monde francophone contemporain","4","FR","302"
"1460","FR 307","Oral Skills","2","FR","307"
"1461","FR 312","French Survey of Francophone Literature","4","FR","312"
"1462","FR 317","Knights, Queens, and Rebels","4","FR","317"
"1463","FR 318","Monarchy, Liberty, Revolution","4","FR","318"
"1464","FR 319","Modernity and Creativity","4","FR","319"
"1465","FR 330","French Poetry","4","FR","330"
"1466","FR 331","French Theater","4","FR","331"
"1467","FR 333","French Narrative","4","FR","333"
"1468","FR 362","French Film","4","FR","362"
"1469","FR 399","Special Studies: [Topic]","1-5","FR","399"
"1470","FR 403","Thesis","3-6","FR","403"
"1471","FR 405","Reading and Conference: [Topic]","1-6","FR","405"
"1472","FR 406","Practicum: [Topic]","1-12","FR","406"
"1473","FR 407","Seminar: [Topic]","1-6","FR","407"
"1474","FR 408","Workshop: [Topic]","1-12","FR","408"
"1475","FR 409","Terminal Project","1-12","FR","409"
"1476","FR 410","Experimental Course: [Topic]","1-4","FR","410"
"1477","FR 416","Advanced Writing in French","4","FR","416"
"1478","FR 425","French-English Translation","4","FR","425"
"1479","FR 451","Baroque Theater: [Topic]","4","FR","451"
"1480","FR 460","18th-Century Literature: [Topic]","4","FR","460"
"1481","FR 480","19th-Century Literature: [Topic]","4","FR","480"
"1482","FR 490","20th-Century Literature: [Topic]","4","FR","490"
"1483","GEOG 141","The Natural Environment","4","GEOG","141"
"1484","GEOG 142","The Human Planet","4","GEOG","142"
"1485","GEOG 181","Our Digital Earth","4","GEOG","181"
"1486","GEOG 196","Field Studies: [Topic]","1-2","GEOG","196"
"1487","GEOG 199","Special Studies: [Topic]","1-5","GEOG","199"
"1488","GEOG 201","World Regional Geography","4","GEOG","201"
"1489","GEOG 202","Geography of Europe","4","GEOG","202"
"1490","GEOG 208","Geography of the United States and Canada","4","GEOG","208"
"1491","GEOG 209","Geography of the Middle East and North Africa","4","GEOG","209"
"1492","GEOG 250","Geographies of Outdoor Adventure","4","GEOG","250"
"1493","GEOG 281","The World and Big Data","4","GEOG","281"
"1494","GEOG 321","Climatology","4","GEOG","321"
"1495","GEOG 322","Geomorphology","4","GEOG","322"
"1496","GEOG 323","Biogeography","4","GEOG","323"
"1497","GEOG 341","Population and Environment","4","GEOG","341"
"1498","GEOG 342","Geography of Globalization","4","GEOG","342"
"1499","GEOG 343","Society, Culture, and Place","4","GEOG","343"
"1500","GEOG 360","Watershed Science and Policy","4","GEOG","360"
"1501","GEOG 361","Global Environmental Change","4","GEOG","361"
"1502","GEOG 391","Social Science Inquiry and Research","4","GEOG","391"
"1503","GEOG 393","Data Driven Cartography","4","GEOG","393"
"1504","GEOG 399","Special Studies: [Topic]","1-5","GEOG","399"
"1505","GEOG 399L","Special Studies: [Topic]","4","GEOG","399L"
"1506","GEOG 400M","Temporary Multilisted Course","1-5","GEOG","400M"
"1507","GEOG 401","Research: [Topic]","1-21","GEOG","401"
"1508","GEOG 403","Thesis","1-12","GEOG","403"
"1509","GEOG 405","Reading and Conference: [Topic]","1-21","GEOG","405"
"1510","GEOG 406","Practicum: [Topic]","1-12","GEOG","406"
"1511","GEOG 407","Seminar: [Topic]","1-5","GEOG","407"
"1512","GEOG 408","Workshop: [Topic]","1-16","GEOG","408"
"1513","GEOG 409","Terminal Project","1-12","GEOG","409"
"1514","GEOG 410","Experimental Course: [Topic]","1-4","GEOG","410"
"1515","GEOG 410L","Experimental Course:[Topic]","1-4","GEOG","410L"
"1516","GEOG 419","Professional Geographer","2","GEOG","419"
"1517","GEOG 421","Advanced Climatology: [Topic]","4","GEOG","421"
"1518","GEOG 423","Advanced Biogeography: [Topic]","4","GEOG","423"
"1519","GEOG 425","Hydrology and Water Resources","4","GEOG","425"
"1520","GEOG 427","Fluvial Geomorphology","4","GEOG","427"
"1521","GEOG 430","Long-Term Environmental Change","4","GEOG","430"
"1522","GEOG 433","Fire and Natural Disturbances","4","GEOG","433"
"1523","GEOG 441","Political Geography","4","GEOG","441"
"1524","GEOG 442","Urban Geography","4","GEOG","442"
"1525","GEOG 444","Cultural Geography","4","GEOG","444"
"1526","GEOG 445","Culture, Ethnicity, and Nationalism","4","GEOG","445"
"1527","GEOG 448","Tourism and Development","4","GEOG","448"
"1528","GEOG 461","Environmental Alteration","4","GEOG","461"
"1529","GEOG 465","Environment and Development","4","GEOG","465"
"1530","GEOG 468","Contemporary Food Systems","4","GEOG","468"
"1531","GEOG 481","GIScience I","4","GEOG","481"
"1532","GEOG 482","GIScience II","4","GEOG","482"
"1533","GEOG 485","Remote Sensing I","4","GEOG","485"
"1534","GEOG 486","Remote Sensing II","4","GEOG","486"
"1535","GEOG 489","Mapping with Drones","4","GEOG","489"
"1536","GEOG 490","GIScience: [Topic]","4","GEOG","490"
"1537","GEOG 491","Advanced Geographic Information Systems","4","GEOG","491"
"1538","GEOG 492","Web Mapping","4","GEOG","492"
"1539","GEOG 493","Advanced Cartography and Geo-Visualization","4","GEOG","493"
"1540","GEOG 494","Spatial Analysis","4","GEOG","494"
"1541","GEOG 495","Geographic Data Analysis","4","GEOG","495"
"1542","GEOG 497","Qualitative Methods in Geography","4","GEOG","497"
"1543","GER 101","First-Year German","5","GER","101"
"1544","GER 102","First-Year German","5","GER","102"
"1545","GER 103","First-Year German","5","GER","103"
"1546","GER 141","German for Business I","4","GER","141"
"1547","GER 142","German for Business II","4","GER","142"
"1548","GER 196","Field Studies: [Topic]","1-2","GER","196"
"1549","GER 198","Workshop: [Topic]","1-2","GER","198"
"1550","GER 199","Special Studies: [Topic]","1-5","GER","199"
"1551","GER 201","Second-Year German I","4","GER","201"
"1552","GER 202","Second-Year German II","4","GER","202"
"1553","GER 203","Second-Year German III","4","GER","203"
"1554","GER 220M","Existentialist Literature and Thought","4","GER","220M"
"1555","GER 221","Postwar Germany Nation Divided","4","GER","221"
"1556","GER 222","Voices of Dissent in Germany","4","GER","222"
"1557","GER 223","Germany: A Multicultural Society","4","GER","223"
"1558","GER 250","The Culture of Money","4","GER","250"
"1559","GER 251","Sexuality","4","GER","251"
"1560","GER 252","War, Violence, Trauma","4","GER","252"
"1561","GER 280M","The Quality of Life in Germany and Scandinavia","4","GER","280M"
"1562","GER 311","Intermediate Language Training I","4","GER","311"
